Score,Route Travel Time,Number of pax served,Route,,,,
0.87,51,36, Choa Chu Kang MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.87,51,36, Jurong East MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Serangoon MRT Station
0.87,51,36, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Somerset MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
0.87,51,36, Jurong East MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
0.87,51,36, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Somerset MRT Station
0.87,51,36, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station,  Somerset MRT Station, Bishan MRT Station
0.87,51,36, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station, Bishan MRT Station
0.87,51,36, Pioneer MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station
0.87,51,36, Pioneer MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station
0.87,51,36,Woodlands MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.87,51,36, Jurong East MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station
0.87,51,36, Choa Chu Kang MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Serangoon MRT Station,  Somerset MRT Station
0.87,51,36, Chinese Garden MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.87,51,36,Woodlands MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Serangoon MRT Station,  Marymount MRT Station
0.87,51,36, Pioneer MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.87,51,36, Jurong East MRT Station,  Pioneer MRT Station,  Yew Tee MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station
0.87,51,36, Jurong East MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.87,51,36,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.87,51,36, Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Somerset MRT Station, Toa Payoh MRT Station
0.87,51,36, Yew Tee MRT Station,  Beauty World MRT Station,  Somerset MRT Station, Yio Chu Kang MRT Station,  Serangoon MRT Station
0.87,57,41, Beauty World MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
0.87,57,41, Pioneer MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.866666667,50,35, Jurong East MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station
0.866666667,50,35, Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station,  Bishan MRT Station,  Marymount MRT Station
0.866666667,50,35, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Toa Payoh MRT Station
0.866666667,50,35, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Toa Payoh MRT Station
0.866666667,50,35,Clementi MRT Station,  Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
0.866666667,50,35, Pioneer MRT Station, Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station
0.866666667,50,35, Pioneer MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Serangoon MRT Station
0.866666667,50,35, Pioneer MRT Station, Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station
0.866666667,50,35, Jurong East MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station
0.866666667,50,35, Chinese Garden MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
0.866666667,50,35, Woodlands MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Serangoon MRT Station
0.866666667,50,35, Jurong East MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
0.866666667,50,35, Pioneer MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station
0.866666667,50,35, Jurong East MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Serangoon MRT Station
0.866666667,50,35, Pioneer MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Serangoon MRT Station
0.866666667,50,35, Chinese Garden MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.866666667,50,35, Chinese Garden MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.866666667,50,35,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station
0.866666667,50,35,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.866666667,50,35, Jurong East MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Marymount MRT Station
0.866666667,50,35, Jurong East MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.866666667,50,35, Jurong East MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.866666667,50,35, Pioneer MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Somerset MRT Station
0.866666667,50,35, Pioneer MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
0.866666667,50,35, Chinese Garden MRT Station,  Yew Tee MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.866666667,50,35,Pioneer MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.866666667,50,35, Jurong East MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station, Toa Payoh MRT Station
0.866666667,56,40,Clementi MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station
0.866666667,56,40, Pioneer MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station
0.866666667,56,40, Jurong East MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.866666667,56,40, Pioneer MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
0.866666667,56,40, Chinese Garden MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.866666667,56,40, Jurong East MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.866666667,56,40, Jurong East MRT Station,  Beauty World MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39, Choa Chu Kang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39,Clementi MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Marymount MRT Station
0.863333333,55,39,Clementi MRT Station,  Chinese Garden MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39, Jurong East MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.863333333,55,39,Clementi MRT Station,  Jurong East MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39,Clementi MRT Station,  Pioneer MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.863333333,55,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39, Yew Tee MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39, Pioneer MRT Station,  Jurong East MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
0.863333333,55,39, Pioneer MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Somerset MRT Station
0.863333333,55,39, Pioneer MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Marymount MRT Station
0.863333333,55,39, Pioneer MRT Station,  Jurong East MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
0.863333333,55,39, Pioneer MRT Station,  Jurong East MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
0.863333333,55,39, Pioneer MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.863333333,55,39, Pioneer MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station
0.86,54,38,Clementi MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Bishan MRT Station,  Toa Payoh MRT Station
0.86,54,38,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Somerset MRT Station
0.86,54,38,Clementi MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.86,54,38, Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.86,54,38,Clementi MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.86,54,38, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station, Bishan MRT Station
0.86,54,38, Yew Tee MRT Station,  Pioneer MRT Station,  Chinese Garden MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
0.86,54,38,Woodlands MRT Station,  Bukit Panjang MRT Station,  Pioneer MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
0.86,54,38, Pioneer MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Toa Payoh MRT Station
0.86,54,38, Pioneer MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station
0.86,54,38, Chinese Garden MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Somerset MRT Station
0.86,54,38, Pioneer MRT Station,  Jurong East MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.86,54,38, Yio Chu Kang MRT Station, Woodlands MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
0.86,54,38, Chinese Garden MRT Station,  Jurong East MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.86,54,38, Jurong East MRT Station, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.86,54,38, Pioneer MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.86,54,38, Jurong East MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.86,54,38,Bukit Panjang MRT Station,  Jurong East MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station
0.86,54,38, Jurong East MRT Station,  Beauty World MRT Station, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station
0.86,54,38,Choa Chu Kang MRT Station,  Pioneer MRT Station,  Jurong East MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station
0.86,54,38, Yew Tee MRT Station, Choa Chu Kang MRT Station,  Pioneer MRT Station,  Jurong East MRT Station,  Ang Mo Kio MRT Station
0.86,54,38, Yew Tee MRT Station, Pioneer MRT Station,  Jurong East MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
0.856666667,53,37,Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station,  Somerset MRT Station
0.856666667,53,37, Yew Tee MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Bishan MRT Station
0.856666667,53,37,Clementi MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station
0.856666667,53,37, Woodlands MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.856666667,53,37,Clementi MRT Station,  Beauty World MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station
0.856666667,53,37,Clementi MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station
0.856666667,53,37, Pioneer MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.856666667,53,37, Bukit Panjang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station
0.856666667,53,37,Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station
0.856666667,53,37, Bukit Panjang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station
0.856666667,53,37,Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station
0.856666667,53,37, Choa Chu Kang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.856666667,53,37, Choa Chu Kang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.856666667,53,37, Yew Tee MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.856666667,53,37, Yew Tee MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.856666667,53,37, Jurong East MRT Station,  Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station
0.856666667,53,37, Pioneer MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Somerset MRT Station
0.856666667,53,37, Pioneer MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Serangoon MRT Station
0.856666667,53,37, Pioneer MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Marymount MRT Station
0.856666667,53,37, Pioneer MRT Station,  Chinese Garden MRT Station,  Jurong East MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
0.856666667,53,37,Woodlands MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.856666667,53,37, Pioneer MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Serangoon MRT Station,  Somerset MRT Station
0.856666667,53,37,Bukit Panjang MRT Station,  Jurong East MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.856666667,53,37,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.856666667,53,37, Yew Tee MRT Station, Pioneer MRT Station,  Chinese Garden MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
0.856666667,53,37, Yew Tee MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station, Toa Payoh MRT Station
0.853333333,52,36,Clementi MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Bishan MRT Station,  Serangoon MRT Station
0.853333333,52,36, Bukit Panjang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station
0.853333333,52,36,Clementi MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Bishan MRT Station,  Serangoon MRT Station
0.853333333,52,36,Clementi MRT Station,  Beauty World MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Marymount MRT Station
0.853333333,52,36,Clementi MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Marymount MRT Station
0.853333333,52,36, Bukit Panjang MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.853333333,52,36,Clementi MRT Station,  Pioneer MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Serangoon MRT Station
0.853333333,52,36, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station
0.853333333,52,36, Choa Chu Kang MRT Station,  Chinese Garden MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station
0.853333333,52,36, Yew Tee MRT Station,  Chinese Garden MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Ang Mo Kio MRT Station
0.853333333,52,36, Pioneer MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
0.853333333,52,36, Chinese Garden MRT Station,  Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
0.853333333,52,36, Pioneer MRT Station,  Bukit Panjang MRT Station,  Somerset MRT Station, Bishan MRT Station,  Serangoon MRT Station
0.853333333,52,36, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station,  Somerset MRT Station, Bishan MRT Station
0.853333333,52,36, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station
0.853333333,52,36, Pioneer MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.853333333,52,36, Pioneer MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station, Woodlands MRT Station
0.853333333,52,36, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Serangoon MRT Station
0.853333333,52,36,Woodlands MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station,  Somerset MRT Station,  Serangoon MRT Station
0.853333333,52,36, Chinese Garden MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.853333333,52,36, Pioneer MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
0.853333333,52,36, Pioneer MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.853333333,52,36, Pioneer MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.853333333,52,36, Jurong East MRT Station,  Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.853333333,52,36,Woodlands MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.853333333,52,36, Pioneer MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Somerset MRT Station
0.853333333,52,36, Pioneer MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.853333333,52,36,Pioneer MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Serangoon MRT Station
0.85,51,35, Woodlands MRT Station, Clementi MRT Station,  Somerset MRT Station,  Bishan MRT Station,  Toa Payoh MRT Station
0.85,51,35, Chinese Garden MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Bishan MRT Station
0.85,51,35, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Bishan MRT Station
0.85,51,35, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Bishan MRT Station
0.85,51,35, Choa Chu Kang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Bishan MRT Station,  Marymount MRT Station
0.85,51,35, Pioneer MRT Station, Clementi MRT Station,  Somerset MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station
0.85,51,35,Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Serangoon MRT Station
0.85,51,35,Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Serangoon MRT Station
0.85,51,35, Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station
0.85,51,35,Clementi MRT Station,  Pioneer MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Serangoon MRT Station
0.85,51,35,Clementi MRT Station,  Pioneer MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
0.85,51,35,Clementi MRT Station,  Chinese Garden MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.85,51,35,Clementi MRT Station,  Beauty World MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.85,51,35,Clementi MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.85,51,35,Clementi MRT Station,  Jurong East MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.85,51,35, Choa Chu Kang MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.85,51,35, Choa Chu Kang MRT Station,  Yew Tee MRT Station, Clementi MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.85,51,35, Pioneer MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Yio Chu Kang MRT Station
0.85,51,35, Yew Tee MRT Station,  Chinese Garden MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station
0.85,51,35, Yew Tee MRT Station,  Jurong East MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station
0.85,51,35, Yew Tee MRT Station,  Beauty World MRT Station, Clementi MRT Station,  Somerset MRT Station,  Marymount MRT Station
0.85,51,35, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
0.85,51,35, Jurong East MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Marymount MRT Station, Bishan MRT Station
0.85,51,35, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Somerset MRT Station, Bishan MRT Station,  Marymount MRT Station
0.85,51,35, Choa Chu Kang MRT Station,  Jurong East MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station
0.85,51,35, Pioneer MRT Station,  Somerset MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.85,51,35, Yew Tee MRT Station,  Jurong East MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station
0.85,51,35, Pioneer MRT Station,  Yew Tee MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Toa Payoh MRT Station
0.85,51,35,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
0.85,51,35, Jurong East MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
0.85,51,35, Jurong East MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
0.85,51,35,Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Pioneer MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station
0.85,51,35, Pioneer MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
0.85,51,35, Pioneer MRT Station,  Chinese Garden MRT Station,  Jurong East MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station
0.85,51,35,Bukit Panjang MRT Station,  Yew Tee MRT Station,  Pioneer MRT Station,  Jurong East MRT Station,  Beauty World MRT Station
0.85,51,35, Chinese Garden MRT Station,  Pioneer MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.85,51,35, Jurong East MRT Station,  Yew Tee MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.85,51,35,Pioneer MRT Station,  Chinese Garden MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
0.85,57,40, Pioneer MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
0.85,57,40, Chinese Garden MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.846666667,56,39, Yew Tee MRT Station,  Pioneer MRT Station, Clementi MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
0.846666667,56,39, Chinese Garden MRT Station, Clementi MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
0.846666667,56,39, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station
0.846666667,56,39, Bukit Panjang MRT Station, Clementi MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.846666667,56,39,Clementi MRT Station,  Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
0.846666667,56,39, Pioneer MRT Station,  Chinese Garden MRT Station,  Yew Tee MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station
